"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"7973580"	"0.021112"	"1.31e-04"	"7.554015"	"1.70261"	"0.5635483"	"FITM1"	"fat storage inducing transmembrane protein 1"
"8013159"	"0.021121"	"1.32e-04"	"-7.547568"	"1.69732"	"-0.5082564"	"TOM1L2"	"target of myb1 like 2 membrane trafficking protein"
"7980233"	"0.0214"	"1.35e-04"	"-7.518747"	"1.67362"	"-0.5926076"	"PGF"	"placental growth factor"
"7979984"	"0.0214"	"1.35e-04"	"-7.516415"	"1.6717"	"-0.604115"	"ZFYVE1"	"zinc finger FYVE-type containing 1"
"8059838"	"0.0214"	"1.36e-04"	"-7.514283"	"1.66994"	"-0.6691827"	"HJURP"	"Holliday junction recognition protein"
"8158022"	"0.0214"	"1.37e-04"	"-7.506406"	"1.66344"	"-0.6340691"	"ZNF79"	"zinc finger protein 79"
"7903565"	"0.0214"	"1.37e-04"	"-7.502776"	"1.66044"	"-0.5783997"	"GPSM2"	"G-protein signaling modulator 2"
"8004360"	"0.021443"	"1.38e-04"	"-7.494678"	"1.65375"	"-0.5946445"	"KCTD11"	"potassium channel tetramerization domain containing 11"
"8076998"	"0.021604"	"1.40e-04"	"-7.480078"	"1.64167"	"-0.5071587"	"PLXNB2"	"plexin B2"
"7929078"	"0.021999"	"1.43e-04"	"-7.449808"	"1.61655"	"-0.782421"	"KIF20B"	"kinesin family member 20B"
"8157605"	"0.021999"	"1.44e-04"	"-7.447361"	"1.61451"	"-0.7472467"	""	""
"7958031"	"0.022155"	"1.46e-04"	"-7.430604"	"1.60056"	"-0.71964"	"PARPBP"	"PARP1 binding protein"
"8033043"	"0.022155"	"1.46e-04"	"7.427881"	"1.59828"	"0.5196297"	"FUT6"	"fucosyltransferase 6"
"7997491"	"0.022269"	"1.47e-04"	"-7.416269"	"1.58859"	"-0.755109"	"HSD17B2"	"hydroxysteroid 17-beta dehydrogenase 2"
"7962349"	"0.022474"	"1.49e-04"	"-7.40002"	"1.575"	"-0.6257591"	"GXYLT1"	"glucoside xylosyltransferase 1"
"7953351"	"0.022496"	"1.51e-04"	"-7.389871"	"1.5665"	"-0.5637061"	"NCAPD2"	"non-SMC condensin I complex subunit D2"
"7982889"	"0.022496"	"1.51e-04"	"-7.388"	"1.56493"	"-0.6165627"	"NUSAP1"	"nucleolar and spindle associated protein 1"
"7923635"	"0.022647"	"1.53e-04"	"-7.374717"	"1.55378"	"-0.6225657"	"PLEKHA6"	"pleckstrin homology domain containing A6"
"8076403"	"0.022717"	"1.54e-04"	"-7.363599"	"1.54443"	"-0.6378536"	"0GA"	"alpha-N-acetylgalactosaminidase"
"7952914"	"0.022717"	"1.55e-04"	"-7.36042"	"1.54176"	"-0.5561961"	"CCDC77"	"coiled-coil domain containing 77"
"7955441"	"0.023018"	"1.57e-04"	"-7.339746"	"1.52433"	"-0.881935"	"METTL7A"	"methyltransferase like 7A"
"8002762"	"0.023275"	"1.60e-04"	"-7.321488"	"1.5089"	"-0.891119"	"RFWD3"	"ring finger and WD repeat domain 3"
"8047288"	"0.023414"	"1.62e-04"	"-7.309309"	"1.49858"	"-0.6336989"	"SGO2"	"shugoshin 2"
"7901316"	"0.023462"	"1.63e-04"	"7.30174"	"1.49216"	"0.695308"	"SLC5A9"	"solute carrier family 5 member 9"
"7895734"	"0.023917"	"1.66e-04"	"-7.274219"	"1.46877"	"-0.7243949"	""	""
"8083240"	"0.02394"	"1.68e-04"	"7.265284"	"1.46116"	"0.6958659"	"AGTR1"	"angiotensin II receptor type 1"
"8088474"	"0.02394"	"1.68e-04"	"7.262849"	"1.45908"	"0.5843367"	""	""
"7913644"	"0.024023"	"1.70e-04"	"-7.252657"	"1.45038"	"-0.677813"	"E2F2"	"E2F transcription factor 2"
"8124365"	"0.024023"	"1.70e-04"	"7.248699"	"1.447"	"0.7878303"	"SLC17A2"	"solute carrier family 17 member 2"
"7963869"	"0.024266"	"1.73e-04"	"-7.230933"	"1.4318"	"-0.5820612"	"PHC1"	"polyhomeotic homolog 1"
"7988921"	"0.024266"	"1.73e-04"	"-7.227036"	"1.42846"	"-0.7559853"	"MYO5A"	"myosin VA"
"8119088"	"0.024398"	"1.75e-04"	"-7.215766"	"1.41879"	"-0.6700598"	"CDKN1A"	"cyclin dependent kinase inhibitor 1A"
"7913609"	"0.024854"	"1.80e-04"	"-7.185608"	"1.39285"	"-0.5952161"	"ASAP3"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
"7987636"	"0.024854"	"1.80e-04"	"-7.184604"	"1.39199"	"-0.692627"	"OIP5"	"Opa interacting protein 5"
"8141342"	"0.025425"	"1.85e-04"	"-7.15368"	"1.36527"	"-1.4826033"	"CYP3A7-CYP3A51P///CYP3A7"	"CYP3A7-CYP3A51P readthrough///cytochrome P450 family 3 subfamily A member 7"
"7937020"	"0.025578"	"1.88e-04"	"-7.136395"	"1.35029"	"-0.568287"	"MKI67"	"marker of proliferation Ki-67"
"7999160"	"0.025578"	"1.89e-04"	"-7.13023"	"1.34494"	"-0.5135595"	"CDIP1"	"cell death inducing p53 target 1"
"7895925"	"0.025578"	"1.89e-04"	"-7.129525"	"1.34433"	"-1.1373061"	""	""
"8002882"	"0.025578"	"1.90e-04"	"-7.123572"	"1.33916"	"-1.1630947"	"CHST6"	"carbohydrate sulfotransferase 6"
"8087839"	"0.025578"	"1.90e-04"	"-7.122724"	"1.33842"	"-0.8186877"	"POC1A"	"POC1 centriolar protein A"
"8066136"	"0.025585"	"1.91e-04"	"-7.117666"	"1.33402"	"-0.6478888"	"RBL1"	"RB transcriptional corepressor like 1"
"7970513"	"0.025681"	"1.94e-04"	"-7.099716"	"1.31839"	"-0.9897893"	"SKA3"	"spindle and kinetochore associated complex subunit 3"
"8016159"	"0.025681"	"1.94e-04"	"-7.096175"	"1.3153"	"-0.6356372"	"DCAKD"	"dephospho-CoA kinase domain containing"
"7899265"	"0.025681"	"1.95e-04"	"-7.0952"	"1.31445"	"-0.6911434"	"SFN"	"stratifin"
"8062492"	"0.025681"	"1.95e-04"	"-7.093089"	"1.3126"	"-0.5068733"	"RALGAPB"	"Ral GTPase activating protein non-catalytic beta subunit"
"7946089"	"0.025681"	"1.95e-04"	"-7.090062"	"1.30996"	"-0.6401761"	"TRIM5"	"tripartite motif containing 5"
"7952205"	"0.025766"	"1.98e-04"	"-7.077785"	"1.29923"	"-0.6579089"	"MCAM"	"melanoma cell adhesion molecule"
"7979281"	"0.025766"	"1.98e-04"	"-7.0771"	"1.29864"	"-1.0173828"	"WDHD1"	"WD repeat and HMG-box D0 binding protein 1"
"7945418"	"0.025879"	"1.99e-04"	"7.067546"	"1.29027"	"0.5426835"	""	""
"7963157"	"0.026046"	"2.02e-04"	"-7.052208"	"1.27682"	"-0.6482645"	"RACGAP1"	"Rac GTPase activating protein 1"
"8128698"	"0.026046"	"2.02e-04"	"-7.051216"	"1.27595"	"-0.6926907"	"SESN1"	"sestrin 1"
"7899192"	"0.026107"	"2.04e-04"	"-7.044084"	"1.26969"	"-0.6792619"	"RPS6KA1"	"ribosomal protein S6 kinase A1"
"8001197"	"0.026254"	"2.06e-04"	"-7.033244"	"1.26016"	"-0.7397898"	"NETO2"	"neuropilin and tolloid like 2"
"8160238"	"0.026293"	"2.07e-04"	"-7.027091"	"1.25474"	"-0.6264913"	"PSIP1"	"PC4 and SFRS1 interacting protein 1"
"7904452"	"0.02648"	"2.09e-04"	"-7.014631"	"1.24376"	"-0.7974897"	"FAM72A///FAM72D///FAM72B"	"family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B"
"7979158"	"0.02648"	"2.10e-04"	"-7.009741"	"1.23945"	"-0.6428496"	"TXNDC16"	"thioredoxin domain containing 16"
"8029006"	"0.02648"	"2.11e-04"	"-7.005862"	"1.23602"	"-0.6498204"	"AXL"	"AXL receptor tyrosine kinase"
"7950990"	"0.026488"	"2.12e-04"	"-6.99986"	"1.23072"	"-0.7037321"	"SLC36A4"	"solute carrier family 36 member 4"
"8092534"	"0.026488"	"2.12e-04"	"-6.99683"	"1.22804"	"-0.5338304"	"TMEM41A"	"transmembrane protein 41A"
"7978846"	"0.026798"	"2.16e-04"	"-6.979395"	"1.2126"	"-0.7717605"	"POLE2"	"D0 polymerase epsilon 2, accessory subunit"
"7914603"	"0.026799"	"2.17e-04"	"-6.973274"	"1.20717"	"-0.657782"	"RNF19B"	"ring finger protein 19B"
"8013671"	"0.026799"	"2.20e-04"	"-6.954148"	"1.19018"	"-0.8040142"	"SPAG5"	"sperm associated antigen 5"
"8037525"	"0.026799"	"2.21e-04"	"-6.952207"	"1.18846"	"-0.615263"	"CKM"	"creatine kinase, M-type"
"8140151"	"0.026799"	"2.21e-04"	"-6.952033"	"1.1883"	"-0.800414"	"RFC2"	"replication factor C subunit 2"
"7933446"	"0.026799"	"2.21e-04"	"-6.950275"	"1.18674"	"-0.963572"	"FRMPD2"	"FERM and PDZ domain containing 2"
"8096704"	"0.026799"	"2.22e-04"	"-6.948629"	"1.18527"	"-0.6308144"	"NPNT"	"nephronectin"
"7940561"	"0.026799"	"2.22e-04"	"-6.946467"	"1.18335"	"-0.5571426"	"FEN1"	"flap structure-specific endonuclease 1"
"7938687"	"0.026799"	"2.23e-04"	"-6.942489"	"1.17981"	"-0.6366517"	"NUCB2"	"nucleobindin 2"
"7917976"	"0.026799"	"2.24e-04"	"-6.937128"	"1.17503"	"-0.6110566"	"SASS6"	"SAS-6 centriolar assembly protein"
"8118111"	"0.026799"	"2.24e-04"	"-6.937078"	"1.17498"	"-0.723629"	"HCP5"	"HLA complex P5 (non-protein coding)"
"8163896"	"0.027225"	"2.28e-04"	"-6.915345"	"1.15558"	"-0.6537719"	"STOM"	"stomatin"
"7915926"	"0.027284"	"2.30e-04"	"-6.908828"	"1.14975"	"-0.7751318"	"STIL"	"SCL/TAL1 interrupting locus"
"8010092"	"0.027341"	"2.31e-04"	"-6.902403"	"1.144"	"-0.6011367"	"MFSD11"	"major facilitator superfamily domain containing 11"
"8123246"	"0.027507"	"2.33e-04"	"6.890158"	"1.13302"	"0.7440738"	"SLC22A3"	"solute carrier family 22 member 3"
"7914184"	"0.027507"	"2.34e-04"	"-6.887581"	"1.13071"	"-0.5675961"	"PTAFR"	"platelet activating factor receptor"
"7982757"	"0.027541"	"2.35e-04"	"-6.882172"	"1.12585"	"-0.6905105"	"KNL1"	"kinetochore scaffold 1"
"8065517"	"0.027557"	"2.36e-04"	"-6.877515"	"1.12166"	"-0.6361213"	"ZNF337"	"zinc finger protein 337"
"7893062"	"0.027586"	"2.38e-04"	"-6.871223"	"1.11601"	"-1.0442221"	""	""
"7955736"	"0.027586"	"2.38e-04"	"-6.868358"	"1.11343"	"-0.7646101"	"ESPL1"	"extra spindle pole bodies like 1, separase"
"7949364"	"0.027598"	"2.39e-04"	"-6.863909"	"1.10942"	"-0.7845908"	"CDCA5"	"cell division cycle associated 5"
"7898663"	"0.02764"	"2.41e-04"	"-6.855538"	"1.10188"	"-0.5141102"	"PINK1"	"PTEN induced putative kinase 1"
"8159984"	"0.02764"	"2.42e-04"	"-6.851397"	"1.09815"	"-0.562589"	"PLGRKT"	"plasminogen receptor with a C-terminal lysine"
"8129763"	"0.02764"	"2.42e-04"	"-6.850398"	"1.09725"	"-0.6768011"	"MTFR2"	"mitochondrial fission regulator 2"
"7904131"	"0.027811"	"2.45e-04"	"-6.836168"	"1.0844"	"-0.6496188"	"DCLRE1B"	"D0 cross-link repair 1B"
"8074522"	"0.027811"	"2.45e-04"	"-6.83582"	"1.08408"	"-0.7455462"	"ARVCF"	"armadillo repeat gene deleted in velocardiofacial syndrome"
"7895505"	"0.027961"	"2.47e-04"	"-6.825981"	"1.07518"	"-1.0097077"	""	""
"7947248"	"0.028476"	"2.53e-04"	"-6.799299"	"1.05099"	"-0.583048"	"KIF18A"	"kinesin family member 18A"
"8025958"	"0.028476"	"2.54e-04"	"-6.795156"	"1.04722"	"-0.4875813"	"ZNF440"	"zinc finger protein 440"
"8003503"	"0.028476"	"2.55e-04"	"-6.790905"	"1.04336"	"-0.5506723"	"FANCA"	"Fanconi anemia complementation group A"
"8112376"	"0.028476"	"2.56e-04"	"-6.790067"	"1.04259"	"-0.7257409"	"CENPK"	"centromere protein K"
"7966234"	"0.028476"	"2.58e-04"	"-6.778693"	"1.03224"	"-0.6370166"	"TRPV4"	"transient receptor potential cation channel subfamily V member 4"
"8071212"	"0.028476"	"2.59e-04"	"-6.777338"	"1.03101"	"-0.8212457"	"CDC45"	"cell division cycle 45"
"7985809"	"0.028476"	"2.59e-04"	"-6.777118"	"1.03081"	"-0.5955628"	"ABHD2"	"abhydrolase domain containing 2"
"8139820"	"0.028476"	"2.59e-04"	"-6.775533"	"1.02936"	"-0.7777254"	"ZNF680"	"zinc finger protein 680"
"7983132"	"0.028512"	"2.60e-04"	"-6.770454"	"1.02473"	"-0.6490643"	"STARD9"	"StAR related lipid transfer domain containing 9"
"7957759"	"0.028638"	"2.64e-04"	"-6.75647"	"1.01196"	"-0.6372484"	"APAF1"	"apoptotic peptidase activating factor 1"
"7894008"	"0.028638"	"2.64e-04"	"6.753859"	"1.00958"	"0.729066"	""	""
"7909967"	"0.028638"	"2.65e-04"	"-6.750726"	"1.00671"	"-0.5785554"	"CAPN2"	"calpain 2"
"8151824"	"0.028638"	"2.67e-04"	"-6.742246"	"0.99895"	"-0.5699976"	"RAD54B"	"RAD54 homolog B (S. cerevisiae)"
"7935180"	"0.028638"	"2.67e-04"	"-6.742109"	"0.99883"	"-0.5045319"	"PDLIM1"	"PDZ and LIM domain 1"
"7924096"	"0.028638"	"2.67e-04"	"-6.741035"	"0.99784"	"-0.7077791"	"NEK2"	"NIMA related kinase 2"
"8022803"	"0.028638"	"2.68e-04"	"-6.739921"	"0.99682"	"-0.5522856"	"GAREM1"	"GRB2 associated regulator of MAPK1 subtype 1"
"8136067"	"0.028845"	"2.70e-04"	"-6.728442"	"0.9863"	"-0.6996871"	"TSPAN33"	"tetraspanin 33"
"8176484"	"0.028875"	"2.72e-04"	"-6.723721"	"0.98197"	"-0.8535454"	"TSPY10///TSPY4///TSPY3///TSPY2///TSPY1"	"testis specific protein, Y-linked 10///testis specific protein, Y-linked 4///testis specific protein, Y-linked 3///testis specific protein, Y-linked 2///testis specific protein, Y-linked 1"
"8098985"	"0.028987"	"2.74e-04"	"-6.715916"	"0.9748"	"-0.5112429"	"HAUS3"	"HAUS augmin like complex subunit 3"
"8010260"	"0.029278"	"2.77e-04"	"-6.701468"	"0.96151"	"-0.6594391"	"BIRC5"	"baculoviral IAP repeat containing 5"
"8175076"	"0.029432"	"2.80e-04"	"-6.692209"	"0.95298"	"-0.5267611"	"ZNF280C"	"zinc finger protein 280C"
"8043602"	"0.029442"	"2.82e-04"	"-6.682768"	"0.94427"	"-0.8382691"	"NCAPH"	"non-SMC condensin I complex subunit H"
"7950086"	"0.029442"	"2.82e-04"	"-6.681483"	"0.94309"	"-0.5137615"	"NUMA1"	"nuclear mitotic apparatus protein 1"
"8124394"	"0.029442"	"2.82e-04"	"6.681272"	"0.94289"	"1.0274784"	"HIST1H2BB"	"histone cluster 1, H2bb"
"7900658"	"0.029557"	"2.86e-04"	"-6.668652"	"0.93123"	"-0.9862608"	"TIE1"	"tyrosine kinase with immunoglobulin like and EGF like domains 1"
"8043791"	"0.029557"	"2.87e-04"	"-6.664004"	"0.92693"	"-0.5077542"	"INPP4A"	"inositol polyphosphate-4-phosphatase type I A"
"8157890"	"0.029557"	"2.87e-04"	"-6.662298"	"0.92535"	"-0.6142401"	"PBX3"	"PBX homeobox 3"
"8079753"	"0.029557"	"2.88e-04"	"-6.660363"	"0.92356"	"-0.4559408"	"DAG1"	"dystroglycan 1"
"7961026"	"0.029557"	"2.88e-04"	"-6.659245"	"0.92253"	"-0.945705"	"OVOS///OVOS2"	"ovostatin///ovostatin 2"
"8112994"	"0.029557"	"2.89e-04"	"6.65626"	"0.91976"	"0.6509998"	""	""
"8158059"	"0.029932"	"2.94e-04"	"-6.639221"	"0.90396"	"-0.5994849"	"STXBP1"	"syntaxin binding protein 1"
"8008784"	"0.030047"	"2.96e-04"	"-6.631663"	"0.89693"	"-0.5142265"	"PRR11"	"proline rich 11"
"8049670"	"0.030072"	"2.97e-04"	"-6.627371"	"0.89294"	"-0.5575175"	"GPC1"	"glypican 1"
"7977299"	"0.030191"	"2.99e-04"	"-6.618082"	"0.8843"	"-0.4591713"	"CEP170B"	"centrosomal protein 170B"
"7969017"	"0.030191"	"3.00e-04"	"-6.616374"	"0.88271"	"-0.518777"	"RB1"	"RB transcriptional corepressor 1"
"8146357"	"0.03033"	"3.02e-04"	"-6.608082"	"0.87498"	"-0.5660169"	"MCM4"	"minichromosome maintenance complex component 4"
"7971866"	"0.030347"	"3.03e-04"	"-6.604162"	"0.87132"	"-0.7971119"	"DIAPH3"	"diaphanous related formin 3"
"7952179"	"0.030464"	"3.06e-04"	"-6.595197"	"0.86295"	"-0.4914447"	"H2AFX"	"H2A histone family member X"
"8108006"	"0.030464"	"3.06e-04"	"6.593367"	"0.86124"	"0.7133011"	"LEAP2"	"liver enriched antimicrobial peptide 2"
"8025850"	"0.03086"	"3.11e-04"	"6.576199"	"0.84518"	"0.5532846"	"ANGPTL8"	"angiopoietin like 8"
"8140739"	"0.0314"	"3.19e-04"	"-6.551106"	"0.82164"	"-0.5747898"	"TP53TG1"	"TP53 target 1 (non-protein coding)"
"8076307"	"0.0314"	"3.19e-04"	"-6.551063"	"0.8216"	"-0.6692996"	"RANGAP1"	"Ran GTPase activating protein 1"
"7949808"	"0.031425"	"3.20e-04"	"-6.546946"	"0.81773"	"-0.5507671"	"PITPNM1"	"phosphatidylinositol transfer protein membrane associated 1"
"8026490"	"0.031801"	"3.26e-04"	"-6.527934"	"0.79982"	"-1.412488"	"UCA1"	"urothelial cancer associated 1 (non-protein coding)"
"8121794"	"0.031801"	"3.26e-04"	"6.525902"	"0.79791"	"0.5101173"	"SMPDL3A"	"sphingomyelin phosphodiesterase acid like 3A"
"7929258"	"0.031801"	"3.27e-04"	"-6.524567"	"0.79665"	"-0.6523449"	"KIF11"	"kinesin family member 11"
"8144036"	"0.031842"	"3.28e-04"	"-6.518746"	"0.79115"	"-0.9127597"	"XRCC2"	"X-ray repair cross complementing 2"
"7904843"	"0.031842"	"3.29e-04"	"6.516801"	"0.78932"	"0.6149143"	"PDZK1P1///PDZK1"	"PDZ domain containing 1 pseudogene 1///PDZ domain containing 1"
"8105506"	"0.03185"	"3.30e-04"	"-6.512359"	"0.78512"	"-0.5357743"	"ZSWIM6"	"zinc finger SWIM-type containing 6"
"8020090"	"0.03185"	"3.31e-04"	"-6.508962"	"0.78191"	"-0.7745105"	"TWSG1"	"twisted gastrulation BMP signaling modulator 1"
"8078227"	"0.03185"	"3.33e-04"	"-6.503734"	"0.77697"	"-1.0267828"	"KAT2B"	"lysine acetyltransferase 2B"
"7999916"	"0.03185"	"3.34e-04"	"6.50033"	"0.77375"	"0.4615713"	"GPR139"	"G protein-coupled receptor 139"
"7952408"	"0.03185"	"3.34e-04"	"-6.500121"	"0.77355"	"-0.5176156"	"SIAE"	"sialic acid acetylesterase"
"8046346"	"0.03185"	"3.35e-04"	"-6.497585"	"0.77115"	"-0.511972"	"HAT1"	"histone acetyltransferase 1"
"7931439"	"0.032046"	"3.38e-04"	"-6.487937"	"0.76201"	"-0.52157"	"DPYSL4"	"dihydropyrimidinase like 4"
"7983143"	"0.032159"	"3.40e-04"	"-6.481099"	"0.75552"	"-0.6856085"	"STARD9"	"StAR related lipid transfer domain containing 9"
"7986092"	"0.032331"	"3.43e-04"	"-6.47234"	"0.7472"	"-0.7620084"	"FURIN"	"furin, paired basic amino acid cleaving enzyme"
"8130641"	"0.03247"	"3.46e-04"	"-6.462099"	"0.73747"	"-0.531781"	"AGPAT4-IT1"	"AGPAT4 intronic transcript 1"
"8009693"	"0.03247"	"3.50e-04"	"-6.452346"	"0.72818"	"-0.5641372"	"TMEM104"	"transmembrane protein 104"
"8031799"	"0.03247"	"3.50e-04"	"-6.45076"	"0.72667"	"-0.9720641"	"ZSCAN4"	"zinc finger and SCAN domain containing 4"
"8100318"	"0.03247"	"3.50e-04"	"-6.450243"	"0.72618"	"-0.8292052"	"SGCB"	"sarcoglycan beta"
"7995354"	"0.03247"	"3.50e-04"	"-6.450233"	"0.72617"	"-0.6891361"	"ORC6"	"origin recognition complex subunit 6"
"7976336"	"0.03247"	"3.52e-04"	"-6.446029"	"0.72216"	"-0.6914072"	"UBR7"	"ubiquitin protein ligase E3 component n-recognin 7 (putative)"
"8085754"	"0.03247"	"3.52e-04"	"-6.445824"	"0.72196"	"-0.931742"	"SGO1"	"shugoshin 1"
"8077728"	"0.03247"	"3.53e-04"	"-6.443409"	"0.71966"	"-0.5910434"	"EMC3-AS1"	"EMC3 antisense R0 1"
"8024843"	"0.032659"	"3.56e-04"	"-6.434266"	"0.71093"	"-0.6647579"	"CHAF1A"	"chromatin assembly factor 1 subunit A"
"7910111"	"0.032745"	"3.58e-04"	"-6.428494"	"0.70542"	"-0.5494553"	"EPHX1"	"epoxide hydrolase 1"
"8093500"	"0.032785"	"3.60e-04"	"-6.421885"	"0.6991"	"-0.6920901"	"TACC3"	"transforming acidic coiled-coil containing protein 3"
"8003844"	"0.032785"	"3.60e-04"	"-6.421242"	"0.69848"	"-0.6689059"	"GSG2"	"germ cell associated 2, haspin"
"7903478"	"0.032802"	"3.61e-04"	"-6.41776"	"0.69515"	"-1.5980931"	"NBPF6///NBPF4"	"neuroblastoma breakpoint family member 6///neuroblastoma breakpoint family member 4"
"7959052"	"0.032976"	"3.64e-04"	"-6.409234"	"0.68698"	"-0.7250269"	"RFC5"	"replication factor C subunit 5"
"8165496"	"0.033057"	"3.67e-04"	"-6.401755"	"0.67981"	"-0.7254534"	""	""
"7944978"	"0.033057"	"3.68e-04"	"-6.398934"	"0.67711"	"-0.7382707"	"EI24"	"EI24, autophagy associated transmembrane protein"
"8139632"	"0.033057"	"3.68e-04"	"-6.397826"	"0.67604"	"-0.9480975"	"FIGNL1"	"fidgetin like 1"
"8180341"	"0.033258"	"3.72e-04"	"-6.386222"	"0.66489"	"-0.6918659"	"RAC1"	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"
"7988789"	"0.033258"	"3.72e-04"	"-6.385646"	"0.66434"	"-0.6497118"	"DMXL2"	"Dmx like 2"
"8056784"	"0.033417"	"3.77e-04"	"-6.371895"	"0.65111"	"-0.6338497"	"DLX2"	"distal-less homeobox 2"
"7897449"	"0.033417"	"3.78e-04"	"-6.370688"	"0.64994"	"-0.6324901"	"SPSB1"	"splA/ryanodine receptor domain and SOCS box containing 1"
"7985053"	"0.033417"	"3.78e-04"	"-6.37006"	"0.64934"	"-0.4621798"	"FBXO22"	"F-box protein 22"
"8073062"	"0.033417"	"3.78e-04"	"-6.369131"	"0.64844"	"-1.1317907"	"APOBEC3B"	"apolipoprotein B mR0 editing enzyme catalytic subunit 3B"
"8158269"	"0.033527"	"3.81e-04"	"-6.362849"	"0.64239"	"-0.4662828"	"ODF2"	"outer dense fiber of sperm tails 2"
"8118259"	"0.033673"	"3.83e-04"	"-6.355452"	"0.63525"	"-0.5533005"	"MSH5-SAPCD1///MSH5"	"MSH5-SAPCD1 readthrough (NMD candidate)///mutS homolog 5"
"8090133"	"0.033852"	"3.86e-04"	"-6.347058"	"0.62714"	"-0.5768903"	"CCDC14"	"coiled-coil domain containing 14"
"8061746"	"0.034032"	"3.90e-04"	"-6.338692"	"0.61905"	"-0.5791969"	"DNMT3B"	"D0 methyltransferase 3 beta"
"7945058"	"0.034209"	"3.94e-04"	"-6.325865"	"0.60662"	"-0.5766011"	"FAM118B"	"family with sequence similarity 118 member B"
"7918902"	"0.034209"	"3.95e-04"	"-6.323615"	"0.60444"	"-0.4319302"	"CD58"	"CD58 molecule"
"8149264"	"0.034209"	"3.95e-04"	"-6.323133"	"0.60397"	"-0.5586831"	"PPP1R3B"	"protein phosphatase 1 regulatory subunit 3B"
"7926096"	"0.034209"	"3.96e-04"	"-6.322095"	"0.60297"	"-0.4294446"	"TAF3"	"TATA-box binding protein associated factor 3"
"7957478"	"0.034417"	"4.00e-04"	"-6.310313"	"0.59153"	"-0.4836868"	"TMTC3"	"transmembrane and tetratricopeptide repeat containing 3"
"8172425"	"0.034417"	"4.00e-04"	"6.310206"	"0.59143"	"0.5792407"	"SLC38A5"	"solute carrier family 38 member 5"
"8155214"	"0.034494"	"4.02e-04"	"-6.305117"	"0.58648"	"-0.8649206"	"MELK"	"maternal embryonic leucine zipper kinase"
"8109344"	"0.034576"	"4.04e-04"	"-6.299898"	"0.5814"	"-0.5074428"	"GM2A"	"GM2 ganglioside activator"
"8085145"	"0.034679"	"4.07e-04"	"-6.29321"	"0.57489"	"-0.5136112"	"RAD18"	"RAD18, E3 ubiquitin protein ligase"
"8119627"	"0.034679"	"4.08e-04"	"-6.291355"	"0.57309"	"-0.4700851"	"PPP2R5D"	"protein phosphatase 2 regulatory subunit B'delta"
"8094278"	"0.034736"	"4.09e-04"	"-6.286913"	"0.56876"	"-0.6831469"	"NCAPG"	"non-SMC condensin I complex subunit G"
"8074464"	"0.034963"	"4.14e-04"	"-6.275242"	"0.55737"	"-0.4829133"	"UFD1L"	"ubiquitin fusion degradation 1 like (yeast)"
"8016147"	"0.034963"	"4.14e-04"	"-6.274733"	"0.55688"	"-0.5134614"	"KIF18B"	"kinesin family member 18B"
"7958414"	"0.035244"	"4.19e-04"	"-6.263754"	"0.54615"	"-0.4556516"	"ISCU"	"iron-sulfur cluster assembly enzyme"
"7924119"	"0.035246"	"4.20e-04"	"-6.261002"	"0.54346"	"-0.5446571"	"INTS7"	"integrator complex subunit 7"
"8106962"	"0.035587"	"4.27e-04"	"-6.24301"	"0.52584"	"-0.4803188"	"ARSK"	"arylsulfatase family member K"
"7893038"	"0.035587"	"4.27e-04"	"-6.24234"	"0.52518"	"-0.4767173"	""	""
"7894327"	"0.035587"	"4.28e-04"	"6.241876"	"0.52473"	"0.6566512"	""	""
"7948113"	"0.035587"	"4.28e-04"	"6.240381"	"0.52326"	"0.6770022"	"MGC72080///OR7E5P///DAPL1///OR7E14P"	"MGC72080 pseudogene///olfactory receptor family 7 subfamily E member 5 pseudogene///death associated protein like 1///olfactory receptor family 7 subfamily E member 14 pseudogene"
"8079950"	"0.035748"	"4.32e-04"	"-6.230804"	"0.51386"	"-0.4955469"	"G0I2"	"G protein subunit alpha i2"
"7988350"	"0.035748"	"4.32e-04"	"-6.230421"	"0.51348"	"-0.7528903"	"DUOX2"	"dual oxidase 2"
"8032782"	"0.035796"	"4.34e-04"	"6.226404"	"0.50954"	"0.4749321"	"TMIGD2"	"transmembrane and immunoglobulin domain containing 2"
"7915500"	"0.035858"	"4.36e-04"	"-6.222015"	"0.50522"	"-0.5545192"	"C1orf210"	"chromosome 1 open reading frame 210"
"8167347"	"0.035881"	"4.37e-04"	"-6.218737"	"0.502"	"-0.5050194"	"SUV39H1"	"suppressor of variegation 3-9 homolog 1"
"8018966"	"0.035953"	"4.40e-04"	"-6.213261"	"0.49661"	"-0.5128866"	"TIMP2"	"TIMP metallopeptidase inhibitor 2"
"8119918"	"0.035953"	"4.41e-04"	"-6.211449"	"0.49482"	"-0.5322464"	"C6orf223"	"chromosome 6 open reading frame 223"
"7909175"	"0.036155"	"4.44e-04"	"-6.2031"	"0.48659"	"-0.6509424"	"SRGAP2"	"SLIT-ROBO Rho GTPase activating protein 2"
"8024566"	"0.036197"	"4.46e-04"	"-6.199348"	"0.48289"	"-0.4455838"	"G011"	"G protein subunit alpha 11"
